RegionID,RegionName,State,Metro,CountyName,SizeRank,2018-03
8981,Rockmart,Georgia,Cedartown,Polk,3306,91272
40958,Somers,Wisconsin,Chicago,Kenosha,3307,203099
9514,Two Rivers,Wisconsin,Manitowoc,Manitowoc,3308,82114
54411,Shorewood,Wisconsin,Milwaukee,Milwaukee,3309,339597
9304,Swampscott,Massachusetts,Boston,Essex,3310,499990
50507,Hubert,North Carolina,Jacksonville,Onslow,3311,137245
17622,Crest Hill,Illinois,Chicago,Will,3312,165777
21285,White Oak,Ohio,Cincinnati,Hamilton,3313,118480
49566,New Cassel,New York,New York,Nassau,3314,373561
41005,Sparta,Wisconsin,,Monroe,3315,144816
395534,Plumstead,Pennsylvania,Philadelphia,Bucks,3316,406437
29637,Westwood,Massachusetts,Boston,Norfolk,3317,715727
395992,Caledonia,Michigan,Grand Rapids,Kent,3318,270318
6041,Morehead City,North Carolina,Morehead City,Carteret,3319,209432
45785,Holliston,Massachusetts,Boston,Middlesex,3320,451645
396788,East Greenbush,New York,Albany,Rensselaer,3321,229174
46893,Olympia Heights,Florida,Miami-Fort Lauderdale,Miami-Dade,3322,376864
51075,Bolivar,Missouri,Springfield,Polk,3323,129540
26173,North Bend,Washington,Seattle,King,3324,571316
28717,Dickinson,Texas,Houston,Galveston,3325,159119
398276, Lewiston,New York,Buffalo,Niagara,3326,177234
399305,Swatara,Pennsylvania,Harrisburg,Dauphin,3327,158937
8823,Lyndhurst,Ohio,Cleveland,Cuyahoga,3328,132564
20590,Southwest Ranches,Florida,Miami-Fort Lauderdale,Broward,3329,634993
27227,Springfield,Tennessee,Nashville,Robertson,3330,164155
42724,New Palestine,Indiana,Indianapolis,Hancock,3331,211370
45094,Edwardsville,Illinois,St. Louis,Madison,3332,188283
36743,Lumberton,New Jersey,Philadelphia,Burlington,3333,274606
7208,Spring Hill,Tennessee,Nashville,Maury,3334,276022
18006,Escanaba,Michigan,Escanaba,Delta,3335,85349
19663,North East,Maryland,Philadelphia,Cecil,3336,226546
10816,Chino Valley,Arizona,Prescott,Yavapai,3337,285267
47757,South Daytona,Florida,Daytona Beach,Volusia,3338,157301
19026,Lincolnwood,Illinois,Chicago,Cook,3339,357662
6147,New Castle,Indiana,New Castle,Henry,3340,49947
6391,Panama City Beach,Florida,Panama City,Bay,3341,257699
12389,Lincoln,Rhode Island,Providence,Providence,3342,321298
34825,Whitehouse,Texas,Tyler,Smith,3343,167626
40584,Riverview,Michigan,Detroit,Wayne,3344,153114
397045,Lincoln,Michigan,Niles,Berrien,3345,188427
39226,Kenton,Ohio,,Hardin,3346,88454
40069,North Providence,Rhode Island,Providence,Providence,3347,223536
28785,Dover,Florida,Tampa,Hillsborough,3348,212150
17317,Carrollton,Georgia,Atlanta,Carroll,3349,135594
28511,Hillsdale,Michigan,Hillsdale,Hillsdale,3350,108075
23178,New Franklin,Ohio,Akron,Summit,3351,137813
3614,Belleview,Florida,Ocala,Marion,3352,113736
42930,Louisa,Virginia,,Louisa,3353,176804
14832,Blythewood,South Carolina,Columbia,Richland,3354,224017
44208,Blue Ash,Ohio,Cincinnati,Hamilton,3355,238191
4243,Creedmoor,North Carolina,Oxford,Granville,3356,185461
18159,Fort Madison,Iowa,Fort Madison,Lee,3357,80982
14144,Timmonsville,South Carolina,Florence,Florence,3358,76455
46468,McAlester,Oklahoma,McAlester,Pittsburg,3359,68840
397324, Delavan,Wisconsin,Whitewater,Walworth,3360,164827
42159,Kennett,Missouri,Kennett,Dunklin,3361,81559
55781,Kountze,Texas,Beaumont,Hardin,3362,133592
126626,Westwood Lake,Florida,Miami-Fort Lauderdale,Miami-Dade,3363,352313
14839,Cedar Grove,New Jersey,New York,Essex,3364,496320
31870,Greenwood,Arkansas,Fort Smith,Sebastian,3365,124693
10855,Clemson,South Carolina,Greenville,Pickens,3366,217899
33827,Salisbury,New York,New York,Nassau,3367,470186
251327,Mill Plain,Washington,Portland,Clark,3368,354696
19827,Palmyra,Virginia,Charlottesville,Fluvanna,3369,199092
6390,Palos Heights,Illinois,Chicago,Cook,3370,250878
39426,Lihue,Hawaii,Kapaa,Kauai,3371,485738
9324,Wynnewood,Pennsylvania,Philadelphia,Montgomery,3372,502663
3620,Bellevue,Wisconsin,Green Bay,Brown,3373,208431
7804,Weatherford,Oklahoma,Weatherford,Custer,3374,150342
398843,Montgomery,Pennsylvania,Philadelphia,Montgomery,3375,412625
398054,Falls,Pennsylvania,Philadelphia,Bucks,3376,317003
35142,Chesnee,South Carolina,Spartanburg,Spartanburg,3377,126706
20310,Saint Marys,Ohio,Wapakoneta,Auglaize,3378,107357
45382,Gainesville,Texas,Gainesville,Cooke,3379,87763
8763,Harrison,Tennessee,Chattanooga,Hamilton,3380,170173
31993,Heath,Ohio,Columbus,Licking,3381,157492
34397,Upper Chichester,Pennsylvania,Philadelphia,Delaware,3382,198510
40514,Red Bank,New Jersey,New York,Monmouth,3383,359435
31377,El Campo,Texas,El Campo,Wharton,3384,129294
11931,Hockessin,Delaware,Philadelphia,New Castle,3385,447690
35727,Justice,Illinois,Chicago,Cook,3386,181667
398407,Newtown,Pennsylvania,Philadelphia,Delaware,3387,410686
57147,Mount Vernon,Indiana,Evansville,Posey,3388,131370
20377,Sayreville,New Jersey,New York,Middlesex,3389,280684
54440,Smithfield,Rhode Island,Providence,Providence,3390,292725
37238,Babylon,New York,New York,Suffolk,3391,397080
36497,Somerville,New Jersey,New York,Somerset,3392,307341
49455,Mounds View,Minnesota,Minneapolis-St Paul,Ramsey,3393,233419
15294,Escalon,California,Stockton,San Joaquin,3394,398674
4904,Glen Carbon,Illinois,St. Louis,Madison,3395,191200
13829,Short Hills,New Jersey,New York,Essex,3396,1572265
243607,Fort Hunt,Virginia,Washington,Fairfax,3397,671995
30426,Benson,North Carolina,Raleigh,Johnston,3398,150720
5693,Loomis,California,Sacramento,Placer,3399,581574
398783,Ridley,Pennsylvania,Philadelphia,Delaware,3400,176349
125031,Lake Worth Corridor,Florida,Miami-Fort Lauderdale,Palm Beach,3401,189407
6877,Saddle Brook,New Jersey,New York,Bergen,3402,365191
397985,Upper,New Jersey,Ocean City,Cape May,3403,282705
395579,Lower Southampton,Pennsylvania,Philadelphia,Bucks,3404,301941
5415,Key Biscayne,Florida,Miami-Fort Lauderdale,Miami-Dade,3405,1074779
36583,Red Bank,Tennessee,Chattanooga,Hamilton,3406,143856
55892,Lanett,Alabama,Valley,Chambers,3407,57879
22889,Saint Ann,Missouri,St. Louis,Saint Louis,3408,85191
54034,Queensbury,New York,Glens Falls,Warren,3409,229165
16100,Thonotosassa,Florida,Tampa,Hillsborough,3410,226529
46342,Luling,Louisiana,New Orleans,Saint Charles,3411,198264
16217,Woodland Park,New Jersey,New York,Passaic,3412,370290
18800,Katy,Texas,Houston,Harris,3413,247650
9504,Saint Clair,Michigan,Detroit,Saint Clair,3414,183424
52081,Fort Thomas,Kentucky,Cincinnati,Campbell,3415,213338
27988,Winnsboro,South Carolina,Columbia,Fairfield,3416,42771
52445,Haverstraw,New York,New York,Rockland,3417,206661
6254,Norton,Ohio,Akron,Summit,3418,140842
191684,North Valley,New Mexico,Albuquerque,Bernalillo,3419,222221
6139,New Baltimore,Michigan,Detroit,Macomb,3420,238178
54345,Scotts Valley,California,Santa Cruz,Santa Cruz,3421,905557
13065,Oak Grove,Oregon,Portland,Clackamas,3422,369566
57088,Chelsea,Michigan,Ann Arbor,Washtenaw,3423,271886
43867,Alpine,California,San Diego,San Diego,3424,634339
19059,Livingston,California,Merced,Merced,3425,237464
12252,Lafayette,Tennessee,Nashville,Macon,3426,113522
46297,Lone Tree,Colorado,Denver,Douglas,3427,604935
11052,Dayton,Nevada,Fernley,Lyon,3428,273159
47392,Ringwood,New Jersey,New York,Passaic,3429,342944
17206,Brunswick,New York,Albany,Rensselaer,3430,192311
26533,Plainfield,Connecticut,Worcester,Windham,3431,170371
45461,Glenpool,Oklahoma,Tulsa,Tulsa,3432,145651
23962,Carrboro,North Carolina,Durham,Orange,3433,273142
4604,Erwin,Tennessee,Johnson City,Unicoi,3434,100207
23853,Brown Deer,Wisconsin,Milwaukee,Milwaukee,3435,156396
11102,Destin,Florida,Crestview-Fort Walton Beach-Destin,Okaloosa,3436,356735
27164,South Elgin,Illinois,Chicago,Kane,3437,214864
38807,Greenwood Village,Colorado,Denver,Arapahoe,3438,984775
10345,Belmont,Michigan,Grand Rapids,Kent,3439,250710
397718, Bennington,Vermont,Bennington,Bennington,3440,139686
3808,Bridgetown,Ohio,Cincinnati,Hamilton,3441,118321
37327,Beachwood,Ohio,Cleveland,Cuyahoga,3442,302267
37495,Bonham,Texas,,Fannin,3443,88352
41258,Toppenish,Washington,Yakima,Yakima,3444,130754
10845,Clawson,Michigan,Detroit,Oakland,3445,187526
396479,Pennsville,New Jersey,Philadelphia,Salem,3446,134684
9085,Northlake,Illinois,Chicago,Cook,3447,177339
38911,Hasbrouck Heights,New Jersey,New York,Bergen,3448,402154
6004,Molalla,Oregon,Portland,Clackamas,3449,313733
50762,Arlington,Tennessee,Memphis,Shelby,3450,247066
11558,Fulton,New York,Syracuse,Oswego,3451,71084
17049,Blacklick,Ohio,Columbus,Franklin,3452,268598
40285,Pella,Iowa,,Marion,3453,193149
50571,Vandalia,Ohio,Dayton,Montgomery,3454,125222
15558,Madisonville,Tennessee,,Monroe,3455,105272
18510,Hayden,Idaho,Coeur d'Alene,Kootenai,3456,306486
41854,Carmel-by-the-Sea,California,Salinas,Monterey,3457,1299571
17277,Canal Fulton,Ohio,Canton,Stark,3458,146198
52082,Fort Walton Beach,Florida,Crestview-Fort Walton Beach-Destin,Okaloosa,3459,179656
25476,Lake Station,Indiana,Chicago,Lake,3460,80307
50551,Willow Spring,North Carolina,Raleigh,Wake,3461,204323
398879,North Strabane,Pennsylvania,Pittsburgh,Washington,3462,223665
10751,Cedar Lake,Indiana,Chicago,Lake,3463,191568
397461,Dingman,Pennsylvania,New York,Pike,3464,177550
21785,Kendallville,Indiana,Kendallville,Noble,3465,106011
21961,Goffstown,New Hampshire,Manchester,Hillsborough,3466,265208
24923,Grandview,Washington,Yakima,Yakima,3467,179244
395732,Dover,Pennsylvania,York,York,3468,163309
398431,Roxbury,New Jersey,New York,Morris,3469,279686
38191,Destrehan,Louisiana,New Orleans,Saint Charles,3470,210293
25688,Lynnfield,Massachusetts,Boston,Essex,3471,654671
210855,Fullerton,Pennsylvania,Allentown,Lehigh,3472,171725
199065,Woodbury,New York,New York,Orange,3473,301304
17907,Eatontown,New Jersey,New York,Monmouth,3474,342701
44421,Camp Verde,Arizona,Prescott,Yavapai,3475,234882
6392,Paola,Kansas,Kansas City,Miami,3476,169251
32879,Milton Freewater,Oregon,Hermiston-Pendleton,Umatilla,3477,159645
395676, Verona,Wisconsin,Madison,Dane,3478,312834
23422,Alachua,Florida,Gainesville,Alachua,3479,181532
18309,Globe,Arizona,Payson,Gila,3480,130952
55438,Delhi,California,Merced,Merced,3481,247045
33699,Robstown,Texas,Corpus Christi,Nueces,3482,53390
37998,Conneaut,Ohio,Ashtabula,Ashtabula,3483,67173
32104,Hudson,Wisconsin,Minneapolis-St Paul,Saint Croix,3484,313388
39530,Lower Burrell,Pennsylvania,Pittsburgh,Westmoreland,3485,125988
397297, Spencer,Massachusetts,Worcester,Worcester,3486,237438
13779,Seven Hills,Ohio,Cleveland,Cuyahoga,3487,172139
15488,Keithville,Louisiana,Shreveport,Caddo,3488,139572
56789,Wauchula,Florida,Wauchula,Hardee,3489,89937
37456,Bloomfield,New Mexico,Farmington,San Juan,3490,161162
20702,Sullivan,Missouri,,Washington,3491,117153
35583,Grayson,Kentucky,,Carter,3492,79626
21606,Damascus,Maryland,Washington,Montgomery,3493,383527
54461,South Amboy,New Jersey,New York,Middlesex,3494,258914
5343,Jericho,New York,New York,Nassau,3495,839836
20112,Rayne,Louisiana,Lafayette,Acadia,3496,105388
399046,Delta,Michigan,Lansing,Eaton,3497,210770
5741,Lyons,Georgia,Vidalia,Toombs,3498,89135
52064,Fort Gratiot,Michigan,Detroit,Saint Clair,3499,146056
9859,Edgewater,New Jersey,New York,Bergen,3500,546416
38710,Glen Rock,New Jersey,New York,Bergen,3501,642537
53320,Milford,Delaware,Salisbury,Sussex,3502,186511
56843,Saint Clairsville,Ohio,Wheeling,Belmont,3503,143955
13470,Rehoboth,Massachusetts,Providence,Bristol,3504,393620
35816,Osceola,Indiana,South Bend,Saint Joseph,3505,159646
11957,Holtsville,New York,New York,Suffolk,3506,349812
5806,Marco Island,Florida,Naples,Collier,3507,523719
398912,Towamencin,Pennsylvania,Philadelphia,Montgomery,3508,355760
17856,East Bethel,Minnesota,Minneapolis-St Paul,Anoka,3509,260300
34864,Wilton Manors,Florida,Miami-Fort Lauderdale,Broward,3510,360868
5729,Luray,Virginia,,Page,3511,153009
50453,Orosi,California,Visalia,Tulare,3512,162145
397669, Athol,Massachusetts,Worcester,Worcester,3513,152970
55184,Whitefish,Montana,Kalispell,Flathead,3514,308997
7653,Vadnais Heights,Minnesota,Minneapolis-St Paul,Ramsey,3515,269833
117263,Pedley,California,Riverside,Riverside,3516,397586
51777,Eagle Point,Oregon,Medford,Jackson,3517,299647
52949,Lewisboro,New York,New York,Westchester,3518,575091
396080,Hazel Dell North,Washington,Portland,Clark,3519,310987
398764, Bath,New York,Corning,Steuben,3520,93003
13359,Pooler,Georgia,Savannah,Chatham,3521,194201
32172, Islip,New York,New York,Suffolk,3522,351107
52779,Kingsland,Georgia,St. Marys,Camden,3523,151567
398052, Kingston,Massachusetts,Boston,Plymouth,3524,406727
37363,Bellmawr,New Jersey,Philadelphia,Camden,3525,142019
397744, Milton,New York,Albany,Saratoga,3526,260182
22454,Lexington,Nebraska,Lexington,Dawson,3527,103844
19355,Middletown,Delaware,Philadelphia,New Castle,3528,347103
52838,Lafayette,Georgia,Chattanooga,Walker,3529,87330
399219, Pepperell,Massachusetts,Boston,Middlesex,3530,340269
27152,Somersworth,New Hampshire,Boston,Strafford,3531,218146
34876,Winnetka,Illinois,Chicago,Cook,3532,1156953
398625,Silver Spring,Pennsylvania,Harrisburg,Cumberland,3533,261826
34702,Webster,Texas,Houston,Harris,3534,142128
24357,Delta,Colorado,,Delta,3535,188714
15797,Middle Island,New York,New York,Suffolk,3536,259864
29973,Paradise Valley,Arizona,Phoenix,Maricopa,3537,1740401
53121,Malta,New York,Albany,Saratoga,3538,279658
32835,Miami Shores,Florida,Miami-Fort Lauderdale,Miami-Dade,3539,530751
57127,Brandywine,Maryland,Washington,Prince Georges,3540,333293
252252,Walnut Grove,Washington,Portland,Clark,3541,303682
3963,Canyon Lake,California,Riverside,Riverside,3542,413750
10665,Calimesa,California,Riverside,Riverside,3543,348546
32461,Lebanon,Indiana,Indianapolis,Boone,3544,122108
21217,West Columbia,South Carolina,Columbia,Lexington,3545,127653
9865,East Pennsboro,Pennsylvania,Harrisburg,Cumberland,3546,218164
52347,Grosse Pointe Park,Michigan,Detroit,Wayne,3547,363621
397939, Kaukauna,Wisconsin,Appleton,Outagamie,3548,139627
45510,Grand Terrace,California,Riverside,San Bernardino,3549,363674
125033,Lakeland Highlands,Florida,Lakeland,Polk,3550,240593
47330,Rehoboth Beach,Delaware,Salisbury,Sussex,3551,651552
46384,Malvern,Pennsylvania,Philadelphia,Chester,3552,400999
7541,Upper Dublin,Pennsylvania,Philadelphia,Montgomery,3553,401660
32352,La Grange Park,Illinois,Chicago,Cook,3554,333543
49488,Munhall,Pennsylvania,Pittsburgh,Allegheny,3555,78642
397622,Schodack,New York,Albany,Rensselaer,3556,231357
46560,Mineral Wells,Texas,Mineral Wells,Palo Pinto,3557,92879
31653,Freeland,Michigan,Saginaw,Saginaw,3558,156453
34773,Western Springs,Illinois,Chicago,Cook,3559,510539
42690,Marion,Virginia,,Smyth,3560,79549
9080,North Saint Paul,Minnesota,Minneapolis-St Paul,Ramsey,3561,219532
49499,Readington,New Jersey,New York,Hunterdon,3562,425649
43334,Weston,Massachusetts,Boston,Middlesex,3563,1467152
52245,Gloucester City,New Jersey,Philadelphia,Camden,3564,83038
32463,Lebanon,Oregon,Albany,Linn,3565,201122
22081,Firebaugh,California,Fresno,Fresno,3566,171246
46130,Lakeland,Tennessee,Memphis,Shelby,3567,276895
28407,Berkeley Heights,New Jersey,New York,Union,3568,637622
51566,Coventry,Connecticut,Hartford,Tolland,3569,215350
51368,Cheboygan,Michigan,,Cheboygan,3570,96908
27318,Summit,Illinois,Chicago,Cook,3571,160238
16005,Superior,Colorado,Boulder,Boulder,3572,557211
16748,Altus,Oklahoma,Altus,Jackson,3573,45322
216886,Weigelstown,Pennsylvania,York,York,3574,161094
43381,River Edge,New Jersey,New York,Bergen,3575,472711
12115,Jefferson City,Tennessee,Morristown,Jefferson,3576,133122
26192,North Myrtle Beach,South Carolina,Myrtle Beach,Horry,3577,224393
19437,Montevallo,Alabama,Birmingham,Shelby,3578,135072
19581,New Hanover,Pennsylvania,Philadelphia,Montgomery,3579,292228
48085,Union City,Georgia,Atlanta,Fulton,3580,101547
27373,Tarrytown,New York,New York,Westchester,3581,627761
27960,Willits,California,Ukiah,Mendocino,3582,267618
18173,Fortuna,California,Eureka,Humboldt,3583,270717
53724,Oneida,New York,Syracuse,Madison,3584,104219
5410,Kettering,Maryland,Washington,Prince Georges,3585,296551
26750,Richfield,Wisconsin,Milwaukee,Washington,3586,307604
5493,Lake Grove,New York,New York,Suffolk,3587,396926
36768,Chesterland,Ohio,Cleveland,Geauga,3588,226191
9792,Middleton,Wisconsin,Madison,Dane,3589,327518
34902,Woodmere,New York,New York,Nassau,3590,744817
23315,Wilmington Island,Georgia,Savannah,Chatham,3591,261916
397648, Hanover,New Hampshire,Claremont,Grafton,3592,568968
395443,Knik-Fairview,Alaska,Anchorage,Matanuska Susitna,3593,252674
4045,Channahon,Illinois,Chicago,Will,3594,229448
398602,Moreau,New York,Albany,Saratoga,3595,196567
42738,Rockton,Illinois,Rockford,Winnebago,3596,152256
18420,Guttenberg,New Jersey,New York,Hudson,3597,329494
38864,Hampstead,Maryland,Baltimore,Carroll,3598,267242
35241,Cloquet,Minnesota,Duluth,Carlton,3599,137849
32942,Moraga,California,San Francisco,Contra Costa,3600,1348720
119221,Berkley,Colorado,Denver,Adams,3601,345144
22653,Sartell,Minnesota,St. Cloud,Stearns,3602,200164
40983,South Point,Ohio,Huntington,Lawrence,3603,88951
398699,Mamakating,New York,,Sullivan,3604,167779
50297,Poquoson,Virginia,Virginia Beach,Poquoson City,3605,287667
20502,Silverton,Oregon,Salem,Marion,3606,296521
6521,Pittston,Pennsylvania,Scranton,Luzerne,3607,72183
38237,Dripping Springs,Texas,Austin,Hays,3608,431510
27203,Speedway,Indiana,Indianapolis,Marion,3609,126992
35162,Brazoria,Texas,Houston,Brazoria,3610,151179
35002,Angier,North Carolina,Dunn,Harnett,3611,160914
397602,Upper Moreland,Pennsylvania,Philadelphia,Montgomery,3612,282136
6495,Piedmont,California,San Francisco,Alameda,3613,2368991
6145,New Carrollton,Maryland,Washington,Prince Georges,3614,255384
398511,Washington,New Jersey,Allentown,Warren,3615,191271
26755,Richton Park,Illinois,Chicago,Cook,3616,129205
53568,Newman,California,Modesto,Stanislaus,3617,281001
398181, Canton,New York,Ogdensburg,Saint Lawrence,3618,111986
12532,Manistee,Michigan,,Manistee,3619,125357
29455,Temple,Georgia,Atlanta,Carroll,3620,131803
14586,Westminster,South Carolina,Seneca,Oconee,3621,132605
8625,Independence,Oregon,Salem,Polk,3622,237332
397240,Richland,Pennsylvania,Pittsburgh,Allegheny,3623,258532
29879,Crestwood,Missouri,St. Louis,Saint Louis,3624,221869
399139,Chenango,New York,Binghamton,Broome,3625,124758
397803,Hanover,Pennsylvania,Scranton,Luzerne,3626,61302
23370,Cadiz,Kentucky,Clarksville,Trigg,3627,104382
46727,New Providence,New Jersey,New York,Union,3628,659631
12066,Irvington,Alabama,Mobile,Mobile,3629,116421
44278,Boyds,Maryland,Washington,Montgomery,3630,602917
20544,Solana Beach,California,San Diego,San Diego,3631,1311266
31516,Fairview Heights,Illinois,St. Louis,Saint Clair,3632,104648
8015,Wrentham,Massachusetts,Boston,Norfolk,3633,449994
16033,Seabrook,Texas,Houston,Harris,3634,260757
55057,Watkinsville,Georgia,Athens,Oconee,3635,241822
43646,Indian Trail,North Carolina,Charlotte,Union,3636,225407
46783,North Canton,Ohio,Canton,Stark,3637,134196
8000,Woodland Park,Colorado,Colorado Springs,Teller,3638,320196
42964,Stanford,Kentucky,Danville,Lincoln,3639,103313
13567,Rocky Point,New York,New York,Suffolk,3640,280057
33400,Peyton,Colorado,Colorado Springs,El Paso,3641,328487
207297,Oak Hills,Oregon,Portland,Washington,3642,462720
17081,Bluff City,Tennessee,Kingsport,Sullivan,3643,130693
21623,Brooklyn,Ohio,Cleveland,Cuyahoga,3644,107365
397766,Ferguson,Pennsylvania,State College,Centre,3645,317572
36879,Ogdensburg,New York,Ogdensburg,Saint Lawrence,3646,51609
56018,Jefferson Hills,Pennsylvania,Pittsburgh,Allegheny,3647,181520
45977,Junction City,Oregon,Eugene,Lane,3648,288761
21736,Cambridge,Minnesota,Minneapolis-St Paul,Isanti,3649,182369
16761,Amherst,New Hampshire,Manchester,Hillsborough,3650,361713
6798,Robertsdale,Alabama,Daphne,Baldwin,3651,143567
398947, Duxbury,Massachusetts,Boston,Plymouth,3652,621394
15461,Jollyville,Texas,Austin,Williamson,3653,299721
18859,Knoxville,Iowa,,Marion,3654,105894
12071,Ishpeming,Michigan,Marquette,Marquette,3655,90487
53952,Pompton Lakes,New Jersey,New York,Passaic,3656,303609
398209, Chester,New York,New York,Orange,3657,267641
47267,Quincy,Washington,Moses Lake,Grant,3658,202368
6349,Orrville,Ohio,Wooster,Wayne,3659,128368
43427,Somers,New York,New York,Westchester,3660,447710
398297,Pocono,Pennsylvania,East Stroudsburg,Monroe,3661,157405
35130,Auburn,Georgia,Atlanta,Barrow,3662,159109
398802,Hamilton,Pennsylvania,Chambersburg,Franklin,3663,175042
11844,Haysville,Kansas,Wichita,Sedgwick,3664,119350
54616,Sumner,Washington,Seattle,Pierce,3665,344695
46779,North Branch,Minnesota,Minneapolis-St Paul,Chisago,3666,201374
12464,Loyalsock,Pennsylvania,Williamsport,Lycoming,3667,177386
36257,Sandwich,Illinois,Chicago,DeKalb,3668,181889
397175,Middletown,Pennsylvania,Philadelphia,Delaware,3669,364287
398818,Patton,Pennsylvania,State College,Centre,3670,276807
47695,Sierra Madre,California,Los Angeles-Long Beach-Anaheim,Los Angeles,3671,1024334
6576,Port Neches,Texas,Beaumont,Jefferson,3672,153809
124049,Country Walk,Florida,Miami-Fort Lauderdale,Miami-Dade,3673,350067
29732,Savannah,Tennessee,,Hardin,3674,80888
46266,Little Egg Harbor,New Jersey,New York,Ocean,3675,209962
17397,Charlestown,Indiana,Louisville/Jefferson County,Clark,3676,140639
20191,River Forest,Illinois,Chicago,Cook,3677,538608
44306,Bridgeton,Missouri,St. Louis,Saint Louis,3678,171820
395620,Carnot-Moon,Pennsylvania,Pittsburgh,Allegheny,3679,194780
18478,Harrison,New York,New York,Westchester,3680,1171849
398791,Garnet Valley,Pennsylvania,Philadelphia,Delaware,3681,436798
52439,Hastings,Minnesota,Minneapolis-St Paul,Dakota,3682,227368
162264,Rosaryville,Maryland,Washington,Prince Georges,3683,336580
27912,Westwood,New Jersey,New York,Bergen,3684,450533
11048,Davidson,North Carolina,Charlotte,Mecklenburg,3685,358595
396550,View Park-Windsor Hills,California,Los Angeles-Long Beach-Anaheim,Los Angeles,3686,825792
54299,San Marino,California,Los Angeles-Long Beach-Anaheim,Los Angeles,3687,2467203
40442,Price,Utah,Price,Carbon,3688,178090
23177,Mount Kisco,New York,New York,Westchester,3689,600366
6030,Monument,Colorado,Colorado Springs,El Paso,3690,464886
4548,Elizabeth,Colorado,Denver,Elbert,3691,472345
397979,Hanover,Pennsylvania,Allentown,Northampton,3692,289719
13906,South Beloit,Illinois,Rockford,Winnebago,3693,130601
23649,Beebe,Arkansas,Searcy,White,3694,111760
10934,Conshohocken,Pennsylvania,Philadelphia,Montgomery,3695,307713
17221,Buffalo,Minnesota,Minneapolis-St Paul,Wright,3696,212963
51500,Columbia Falls,Montana,Kalispell,Flathead,3697,239110
397103,South Haven,Michigan,Kalamazoo,Van Buren,3698,154653
52061,Fort Bragg,California,Ukiah,Mendocino,3699,363923
14697,Wood Dale,Illinois,Chicago,Du Page,3700,227733
46674,Narragansett,Rhode Island,Providence,Washington,3701,424570
52809,Knox,Indiana,,Starke,3702,96812
41690,White House,Tennessee,Nashville,Robertson,3703,225687
45539,Gray,Georgia,Macon,Jones,3704,132528
47022,Pass Christian,Mississippi,Gulfport,Harrison,3705,149593
28336,Beachwood,New Jersey,New York,Ocean,3706,226676
8078,Amite,Louisiana,Hammond,Tangipahoa,3707,71936
398871, Oregon,Wisconsin,Madison,Dane,3708,277208
44334,Brooklyn Park,Maryland,Baltimore,Anne Arundel,3709,189203
39424,Lighthouse Point,Florida,Miami-Fort Lauderdale,Broward,3710,450040
19562,Nesconset,New York,New York,Suffolk,3711,424477
46697,Nevada City,California,Truckee,Nevada,3712,409327
55262,Worthington,Ohio,Columbus,Franklin,3713,303419
24793,Franklin,Ohio,Cincinnati,Warren,3714,110730
45372,Frostproof,Florida,Lakeland,Polk,3715,76283
29189,Littlerock,California,Los Angeles-Long Beach-Anaheim,Los Angeles,3716,261352
55743,Hillsborough,California,San Francisco,San Mateo,3717,4740650
396681,Mt Pleasant,New York,New York,Westchester,3718,714167
25863,Merriam,Kansas,Kansas City,Johnson,3719,189168
22330,Ridgefield,New Jersey,New York,Bergen,3720,455441
398741,Lower Saucon,Pennsylvania,Allentown,Northampton,3721,268413
397388,North Fayette,Pennsylvania,Pittsburgh,Allegheny,3722,186298
20114,Reading,Ohio,Cincinnati,Hamilton,3723,133258
30459,Big Bear City,California,Riverside,San Bernardino,3724,232301
52182,Gatesville,Texas,Killeen,Coryell,3725,98623
54456,Somers Point,New Jersey,Atlantic City,Atlantic,3726,172609
16551,Montgomery,Ohio,Cincinnati,Hamilton,3727,383230
38599,Franklinton,North Carolina,Raleigh,Franklin,3728,165815
55961,Jackson,Ohio,Jackson,Jackson,3729,101953
36194,Springdale,Ohio,Cincinnati,Hamilton,3730,123748
18802,Keaau,Hawaii,Hilo,Hawaii,3731,267467
12318,Largo,Maryland,Washington,Prince Georges,3732,260779
25599,Lincoln Park,New Jersey,New York,Morris,3733,323994
399035,Bradford,Pennsylvania,Bradford,McKean,3734,57138
4962,Granville,Ohio,Columbus,Licking,3735,299924
113576,Avocado Heights,California,Los Angeles-Long Beach-Anaheim,Los Angeles,3736,558486
35172,Dandridge,Tennessee,Morristown,Jefferson,3737,153346
7832,West Carrollton,Ohio,Dayton,Montgomery,3738,94312
398408,Rapho,Pennsylvania,Lancaster,Lancaster,3739,222650
30865,Chestertown,Maryland,,Kent,3740,209697
21214,West Caldwell,New Jersey,New York,Essex,3741,500335
47030,Paw Paw,Michigan,Kalamazoo,Van Buren,3742,132193
397408, Dunkirk,New York,Jamestown,Chautauqua,3743,51854
4985,Greensboro,Georgia,,Greene,3744,370094
396111, Kennebunk,Maine,Portland,York,3745,324212
398847,Clinton,Massachusetts,Worcester,Worcester,3746,264958
46267,Little Ferry,New Jersey,New York,Bergen,3747,301109
9571,Reedsburg,Wisconsin,Baraboo,Sauk,3748,149931
397161,Monitor,Michigan,Bay City,Bay,3749,129944
10424,Black Mountain,North Carolina,Asheville,Buncombe,3750,268417
29344,Saratoga Springs,Utah,Provo,Utah,3751,360177
16149,Waverly,Iowa,Waterloo,Bremer,3752,161238
29538,Soddy-Daisy,Tennessee,Chattanooga,Hamilton,3753,140254
